uid,x,y,Year,Month,BN
54,142.944324993001,-26.7423060270002,2018,6,3
55,145.344324993002,-26.7423060270002,2019,10,1
56,144.344324993002,-26.7423060270002,2017,11,4
57,144.644324993002,-26.7923060270002,2017,5,2
58,144.444324993002,-26.7923060270002,2017,5,3
59,144.244324993001,-26.7923060270002,2018,4,1
60,146.794324993002,-26.7923060270002,2017,11,4
61,146.594324993002,-26.7923060270002,2019,5,3
62,146.744324993002,-26.7923060270002,2016,10,4
63,146.444324993002,-26.7923060270002,2017,2,1
64,145.794324993002,-26.7923060270002,2019,8,1
65,142.244324993001,-26.7923060270002,2016,5,2
66,141.144324993001,-26.7923060270002,2016,1,2
67,142.194324993001,-12.792306027,2019,5,3
68,141.794324993001,-12.792306027,2017,4,2
69,141.944324993001,-12.792306027,2016,1,2
70,152.894324993003,-28.2423060270002,2016,10,4
71,152.494324993003,-28.2423060270002,2017,6,4
72,151.844324993003,-28.2423060270002,2017,10,3
73,153.444324993004,-28.2423060270002,2017,2,4
74,153.094324993004,-28.2423060270002,2016,10,2
75,149.694324993003,-28.2423060270002,2016,4,2
76,149.744324993003,-28.2423060270002,2018,6,1
77,148.494324993002,-28.2423060270002,2017,1,4
78,151.244324993003,-28.2423060270002,2016,2,1
79,150.694324993003,-28.2423060270002,2017,9,3
80,150.194324993003,-28.2423060270002,2019,5,2
81,149.894324993003,-28.2423060270002,2016,12,3
82,150.594324993003,-28.2923060270002,2018,4,2
83,149.694324993003,-28.2923060270002,2017,6,1
84,149.644324993003,-28.2923060270002,2016,10,1
85,151.644324993003,-28.2923060270002,2016,6,3
86,151.244324993003,-28.2923060270002,2019,2,2
87,147.694324993002,-28.2923060270002,2016,5,3
88,147.844324993002,-28.2923060270002,2017,7,4
89,147.244324993002,-28.2923060270002,2019,6,4
90,146.294324993002,-28.2923060270002,2018,3,3
91,148.094324993002,-28.2923060270002,2017,2,2
92,144.144324993001,-28.2923060270002,2016,9,2
93,143.594324993001,-28.2923060270002,2016,6,1
94,143.394324993001,-28.2923060270002,2019,2,1
95,143.094324993001,-28.2923060270002,2017,3,4
96,143.194324993001,-28.2923060270002,2018,3,3
97,145.744324993002,-28.2923060270002,2019,11,4
98,145.294324993002,-28.2923060270002,2016,11,3
99,143.194324993001,-12.792306027,2017,8,2
100,142.944324993001,-28.2923060270002,2019,7,2
101,142.994324993001,-28.2923060270002,2018,8,2
102,142.494324993001,-28.2923060270002,2018,6,3
103,142.294324993001,-28.2923060270002,2018,12,1
104,142.594324993001,-28.3423060270002,2017,3,4
105,142.644324993001,-28.3423060270002,2016,1,4
106,141.694324993001,-28.3423060270002,2019,11,1
107,141.294324993001,-28.3423060270002,2016,11,2
108,144.194324993001,-28.3423060270002,2018,9,4
109,144.044324993001,-28.3423060270002,2016,1,1
110,143.644324993001,-28.3423060270002,2017,12,4
111,143.394324993001,-28.3423060270002,2017,7,4
112,142.994324993001,-28.3423060270002,2016,8,4
113,142.894324993001,-12.842306027,2016,8,1
114,151.794324993003,-28.3423060270002,2019,7,4
115,151.394324993003,-28.3423060270002,2016,12,4
116,151.494324993003,-28.3423060270002,2018,10,4
117,151.194324993003,-28.3423060270002,2018,4,2
118,153.344324993004,-28.3423060270002,2019,9,4
119,150.044324993003,-28.3423060270002,2018,3,4
120,149.644324993003,-28.3423060270002,2017,3,3
121,145.644324993002,-28.3423060270002,2017,1,3
122,144.644324993002,-28.3423060270002,2019,4,3
123,147.144324993002,-28.3423060270002,2016,11,1
124,146.644324993002,-28.3423060270002,2019,8,1
125,145.994324993002,-28.3423060270002,2018,11,4
126,146.544324993002,-28.3923060270002,2017,7,2
127,146.244324993002,-28.3923060270002,2016,4,1
128,146.194324993002,-28.3923060270002,2018,6,3
129,145.994324993002,-28.3923060270002,2016,3,3
130,146.144324993002,-28.3923060270002,2017,9,3
131,148.594324993002,-28.3923060270002,2016,9,3
132,147.944324993002,-28.3923060270002,2017,9,4
133,147.644324993002,-28.3923060270002,2017,7,4
134,143.344324993001,-28.3923060270002,2016,10,2
135,143.044324993001,-28.3923060270002,2018,10,1
136,142.444324993001,-28.3923060270002,2019,7,3
137,145.394324993002,-28.3923060270002,2017,6,2
138,144.994324993002,-28.3923060270002,2019,9,4
139,145.094324993002,-28.3923060270002,2016,5,4
140,144.944324993002,-28.3923060270002,2016,5,4
141,144.644324993002,-28.3923060270002,2016,5,4
142,144.394324993002,-28.3923060270002,2018,1,3
143,142.494324993001,-12.892306027,2016,3,2
144,144.044324993001,-28.3923060270002,2016,11,1
145,142.094324993001,-12.892306027,2016,11,4
146,142.194324993001,-12.892306027,2019,12,4
147,142.194324993001,-28.3923060270002,2016,7,2
148,142.544324993001,-12.942306027,2016,1,3
149,142.394324993001,-12.942306027,2017,6,3
150,141.844324993001,-12.942306027,2017,10,3
151,153.444324993004,-28.3923060270002,2018,12,1
152,152.594324993003,-28.3923060270002,2017,8,3
153,152.244324993003,-28.3923060270002,2019,5,2
154,151.994324993003,-28.3923060270002,2018,5,1
155,149.844324993003,-28.3923060270002,2016,7,4
156,149.394324993003,-28.3923060270002,2019,1,2
157,151.544324993003,-28.3923060270002,2017,5,1
158,151.094324993003,-28.3923060270002,2017,6,3
159,151.094324993003,-28.4423060270002,2017,10,2
160,150.844324993003,-28.4423060270002,2018,10,4
161,150.244324993003,-28.4423060270002,2019,10,2
162,152.994324993003,-28.4423060270002,2017,2,2
163,152.544324993003,-28.4423060270002,2019,10,1
164,152.244324993003,-28.4423060270002,2016,4,2
165,151.694324993003,-28.4423060270002,2017,9,4
166,148.044324993002,-28.4423060270002,2019,12,4
167,147.694324993002,-28.4423060270002,2016,3,2
168,147.594324993002,-28.4423060270002,2018,10,2
169,147.544324993002,-28.4423060270002,2016,9,3
170,146.944324993002,-28.4423060270002,2019,7,3
171,149.894324993003,-28.4423060270002,2016,2,2
172,149.744324993003,-28.4423060270002,2018,4,1
173,148.594324993002,-28.4423060270002,2016,6,4
174,145.094324993002,-28.4423060270002,2017,4,1
175,144.394324993002,-28.4423060270002,2019,10,3
176,144.094324993001,-28.4423060270002,2016,2,1
177,143.894324993001,-28.4423060270002,2019,1,2
178,143.944324993001,-28.4423060270002,2016,1,3
179,143.694324993001,-28.4423060270002,2018,2,1
180,146.694324993002,-28.4423060270002,2019,4,3
181,146.744324993002,-28.4423060270002,2016,12,3
182,146.444324993002,-28.4423060270002,2018,5,2
183,145.444324993002,-28.4423060270002,2016,1,3
184,145.244324993002,-28.4423060270002,2019,10,3
185,141.944324993001,-28.4423060270002,2018,9,2
186,141.444324993001,-28.4423060270002,2017,1,3
187,142.194324993001,-28.4423060270002,2019,7,3
188,143.094324993001,-28.4923060270002,2019,8,3
189,142.994324993001,-28.4923060270002,2017,2,1
190,142.744324993001,-28.4923060270002,2017,9,2
191,142.094324993001,-28.4923060270002,2018,12,4
192,141.744324993001,-28.4923060270002,2018,3,1
193,144.694324993002,-28.4923060270002,2016,11,4
194,142.244324993001,-12.992306027,2016,9,3
195,142.294324993001,-12.992306027,2016,6,4
196,143.994324993001,-28.4923060270002,2017,11,4
197,141.844324993001,-12.992306027,2019,7,1
198,141.594324993001,-12.992306027,2018,4,1
199,153.494324993004,-28.4423060270002,2018,1,4
200,143.244324993001,-12.542306027,2016,7,3
201,142.944324993001,-12.542306027,2016,2,1
202,142.944324993001,-28.0423060270002,2019,1,4
203,142.494324993001,-28.0423060270002,2019,3,2
204,142.444324993001,-28.0423060270002,2018,4,3
205,142.894324993001,-12.542306027,2018,8,4
206,152.594324993003,-27.9923060270002,2017,3,4
207,152.544324993003,-27.9923060270002,2018,5,4
208,151.844324993003,-27.9923060270002,2018,9,3
209,153.244324993004,-28.0423060270002,2018,11,1
210,152.494324993003,-28.0423060270002,2016,3,1
211,152.444324993003,-28.0423060270002,2016,4,1
212,152.594324993003,-28.0423060270002,2018,12,3
213,152.394324993003,-28.0423060270002,2018,12,2
214,152.044324993003,-28.0423060270002,2019,3,2
215,151.544324993003,-28.0423060270002,2018,10,3
216,147.044324993002,-28.0423060270002,2016,11,2
217,146.994324993002,-28.0423060270002,2018,2,1
218,146.594324993002,-28.0423060270002,2017,10,4
219,149.044324993003,-28.0423060270002,2018,1,4
220,148.894324993003,-28.0423060270002,2017,8,2
221,148.744324993003,-28.0423060270002,2016,12,4
222,146.344324993002,-28.0423060270002,2019,9,1
223,145.594324993002,-28.0423060270002,2016,3,4
224,145.394324993002,-28.0423060270002,2018,6,4
225,145.594324993002,-28.0923060270002,2018,8,1
226,147.144324993002,-28.0923060270002,2019,6,4
227,146.844324993002,-28.0923060270002,2018,8,1
228,146.594324993002,-28.0923060270002,2017,12,4
229,142.744324993001,-28.0923060270002,2017,3,1
230,142.794324993001,-28.0923060270002,2016,10,2
231,142.644324993001,-28.0923060270002,2018,1,2
232,142.594324993001,-28.0923060270002,2018,11,2
233,142.344324993001,-28.0923060270002,2019,1,3
234,141.794324993001,-28.0923060270002,2017,3,3
235,141.294324993001,-28.0923060270002,2016,4,4
236,141.394324993001,-28.0923060270002,2018,1,3
237,142.194324993001,-12.592306027,2016,8,2
238,143.894324993001,-28.0923060270002,2016,3,2
239,143.394324993001,-28.0923060270002,2017,10,2
240,143.094324993001,-28.0923060270002,2016,9,4
241,143.244324993001,-28.0923060270002,2016,4,2
242,142.994324993001,-12.592306027,2019,11,2
243,141.144324993001,-28.0923060270002,2017,6,1
244,152.344324993003,-28.0923060270002,2016,6,1
245,152.444324993003,-28.0923060270002,2018,3,1
246,152.094324993003,-28.0923060270002,2016,6,4
247,151.944324993003,-28.0923060270002,2017,2,1
248,151.544324993003,-28.0923060270002,2017,5,2
249,152.694324993003,-28.0923060270002,2018,6,2
250,152.594324993003,-28.0923060270002,2016,8,3
251,149.094324993003,-28.0923060270002,2017,10,2
252,148.494324993002,-28.0923060270002,2017,4,1
253,148.594324993002,-28.0923060270002,2017,4,4
254,148.344324993002,-28.0923060270002,2018,11,3
255,148.294324993002,-28.0923060270002,2018,12,4
256,148.244324993002,-28.0923060270002,2018,9,4
257,147.944324993002,-28.0923060270002,2018,1,1
258,147.744324993002,-28.0923060270002,2019,6,1
259,147.694324993002,-28.0923060270002,2018,6,1
260,147.794324993002,-28.0923060270002,2017,5,2
261,150.844324993003,-28.0923060270002,2016,9,3
262,150.244324993003,-28.0923060270002,2016,8,2
263,150.444324993003,-28.1423060270002,2018,6,4
264,150.244324993003,-28.1423060270002,2017,3,1
265,149.444324993003,-28.1423060270002,2017,2,1
266,148.994324993003,-28.1423060270002,2017,2,3
267,152.094324993003,-28.1423060270002,2016,5,4
268,151.744324993003,-28.1423060270002,2017,8,3
269,151.394324993003,-28.1423060270002,2019,3,1
270,151.194324993003,-28.1423060270002,2017,11,4
271,147.244324993002,-28.1423060270002,2016,12,1
272,148.894324993003,-28.1423060270002,2018,8,1
273,148.544324993002,-28.1423060270002,2018,4,1
274,148.144324993002,-28.1423060270002,2019,3,3
275,147.744324993002,-28.1423060270002,2019,7,1
276,147.594324993002,-28.1423060270002,2017,2,3
277,147.394324993002,-28.1423060270002,2016,11,3
278,143.894324993001,-28.1423060270002,2016,2,2
279,142.944324993001,-28.1423060270002,2016,7,4
280,143.044324993001,-28.1423060270002,2016,1,4
281,145.594324993002,-28.1423060270002,2019,12,1
282,145.394324993002,-28.1423060270002,2019,3,4
283,145.194324993002,-28.1423060270002,2018,7,3
284,145.294324993002,-28.1423060270002,2018,1,4
285,144.894324993002,-28.1423060270002,2017,1,2
286,142.894324993001,-12.642306027,2018,11,2
287,142.644324993001,-12.642306027,2017,2,4
288,142.394324993001,-28.1423060270002,2016,5,3
289,142.444324993001,-28.1423060270002,2016,11,1
290,142.044324993001,-28.1423060270002,2017,12,1
291,141.344324993001,-28.1423060270002,2017,7,1
292,141.044324993001,-28.1423060270002,2019,6,4
293,142.044324993001,-28.1923060270002,2018,5,2
294,141.444324993001,-28.1923060270002,2016,11,3
295,141.144324993001,-28.1923060270002,2016,9,2
296,142.894324993001,-28.1923060270002,2018,6,3
297,143.294324993001,-12.692306027,2016,11,4
298,143.094324993001,-12.692306027,2016,7,4
299,142.444324993001,-12.692306027,2016,5,2
300,142.194324993001,-12.692306027,2016,4,1
301,142.044324993001,-12.692306027,2018,12,3
302,153.144324993004,-28.1423060270002,2018,4,3
303,153.394324993004,-28.1923060270002,2018,4,4
304,151.694324993003,-28.1923060270002,2019,6,1
305,151.394324993003,-28.1923060270002,2016,5,2
306,150.294324993003,-28.1923060270002,2017,2,1
307,152.994324993003,-28.1923060270002,2017,8,1
308,151.844324993003,-28.1923060270002,2018,8,4
309,148.344324993002,-28.1923060270002,2017,2,4
310,147.844324993002,-28.1923060270002,2016,12,3
311,147.744324993002,-28.1923060270002,2017,2,2
312,147.544324993002,-28.1923060270002,2016,6,3
313,147.194324993002,-28.1923060270002,2018,6,1
314,147.294324993002,-28.1923060270002,2016,9,2
315,149.944324993003,-28.1923060270002,2016,9,3
316,149.094324993003,-28.1923060270002,2016,2,2
317,145.044324993002,-28.1923060270002,2018,7,2
318,144.644324993002,-28.1923060270002,2019,4,4
319,143.994324993001,-28.1923060270002,2017,3,4
320,146.594324993002,-28.1923060270002,2016,6,3
321,146.544324993002,-28.1923060270002,2018,12,1
322,146.344324993002,-28.1923060270002,2017,8,1
323,145.994324993002,-28.1923060270002,2017,3,3
324,146.144324993002,-28.1923060270002,2018,7,3
325,146.094324993002,-28.1923060270002,2019,8,1
326,145.794324993002,-28.2423060270002,2018,2,1
327,145.444324993002,-28.2423060270002,2018,2,2
328,145.244324993002,-28.2423060270002,2016,7,4
329,147.944324993002,-28.2423060270002,2016,9,2
330,143.294324993001,-28.2423060270002,2019,5,2
331,143.244324993001,-28.2423060270002,2019,5,3
332,142.994324993001,-28.2423060270002,2017,8,1
333,142.744324993001,-28.2423060270002,2017,2,2
334,142.494324993001,-28.2423060270002,2018,1,4
335,142.294324993001,-28.2423060270002,2018,10,4
336,142.244324993001,-28.2423060270002,2018,2,2
337,144.894324993002,-28.2423060270002,2017,2,4
338,144.994324993002,-28.2423060270002,2019,2,2
339,144.644324993002,-28.2423060270002,2017,7,2
340,142.844324993001,-12.742306027,2019,5,3
341,144.594324993002,-28.2423060270002,2018,2,3
342,142.194324993001,-12.742306027,2018,11,4
343,141.944324993001,-12.742306027,2016,3,2
344,141.794324993001,-28.2423060270002,2018,8,1
345,141.744324993001,-28.2423060270002,2018,5,3
346,141.294324993001,-28.2423060270002,2019,5,1
347,141.344324993001,-28.2423060270002,2019,11,3
348,141.044324993001,-28.2423060270002,2019,8,1
349,144.794324993002,-27.7923060270002,2016,8,4
350,144.894324993002,-27.7923060270002,2016,11,3
351,145.794324993002,-27.7923060270002,2018,8,2
352,145.344324993002,-27.7923060270002,2018,7,3
353,145.144324993002,-27.7923060270002,2017,5,3
354,141.644324993001,-27.7923060270002,2016,5,4
355,141.444324993001,-27.7923060270002,2016,10,3
356,143.044324993001,-27.7923060270002,2016,9,4
357,143.144324993001,-27.7923060270002,2019,1,4
358,141.794324993001,-27.7923060270002,2017,10,3
359,143.044324993001,-12.292306027,2019,7,4
360,142.994324993001,-12.292306027,2019,11,3
361,142.294324993001,-12.292306027,2017,1,3
362,142.094324993001,-12.292306027,2017,11,3
363,142.194324993001,-12.292306027,2018,6,3
364,141.944324993001,-12.292306027,2019,10,3
365,150.694324993003,-27.7923060270002,2017,12,4
366,150.244324993003,-27.7923060270002,2017,3,3
367,150.044324993003,-27.7923060270002,2019,6,1
368,152.444324993003,-27.7923060270002,2016,7,3
369,151.494324993003,-27.7923060270002,2017,4,4
370,147.994324993002,-27.7923060270002,2019,5,1
371,147.194324993002,-27.7923060270002,2019,10,2
372,146.844324993002,-27.7923060270002,2017,12,2
373,146.744324993002,-27.7923060270002,2019,9,2
374,148.194324993002,-27.7923060270002,2017,8,3
375,149.144324993003,-27.8423060270002,2019,1,1
376,148.294324993002,-27.8423060270002,2019,6,2
377,147.844324993002,-27.8423060270002,2016,4,4
378,150.544324993003,-27.8423060270002,2018,7,1
379,150.194324993003,-27.8423060270002,2018,2,4
380,149.844324993003,-27.8423060270002,2018,9,2
381,146.044324993002,-27.8423060270002,2019,9,3
382,145.394324993002,-27.8423060270002,2018,8,2
383,144.994324993002,-27.8423060270002,2017,3,1
384,147.694324993002,-27.8423060270002,2019,2,2
385,142.894324993001,-27.8423060270002,2016,6,3
386,142.594324993001,-27.8423060270002,2017,2,2
387,144.444324993002,-27.8423060270002,2018,10,1
388,143.794324993001,-27.8423060270002,2016,4,2
389,143.744324993001,-27.8423060270002,2016,4,1
390,141.844324993001,-12.342306027,2017,8,4
391,143.544324993001,-27.8423060270002,2018,1,2
392,141.694324993001,-12.342306027,2017,8,4
393,141.244324993001,-27.8423060270002,2016,6,3
394,143.144324993001,-12.392306027,2016,3,2
395,142.894324993001,-12.392306027,2016,5,2
396,142.594324993001,-12.392306027,2019,11,4
397,142.544324993001,-27.8923060270002,2019,12,4
398,142.444324993001,-27.8923060270002,2017,4,1
399,141.544324993001,-27.8923060270002,2017,11,2
400,141.344324993001,-27.8923060270002,2016,11,4
401,141.844324993001,-12.392306027,2016,9,3
402,141.894324993001,-12.392306027,2017,8,4
403,151.244324993003,-27.8423060270002,2016,11,2
404,153.144324993004,-27.8423060270002,2018,10,2
405,152.994324993003,-27.8423060270002,2016,2,1
406,152.894324993003,-27.8923060270002,2017,5,4
407,152.344324993003,-27.8923060270002,2018,9,3
408,150.494324993003,-27.8923060270002,2018,12,3
409,150.244324993003,-27.8923060270002,2019,3,3
410,149.994324993003,-27.8923060270002,2017,9,1
411,151.944324993003,-27.8923060270002,2019,1,4
412,152.044324993003,-27.8923060270002,2019,11,2
413,151.194324993003,-27.8923060270002,2018,4,3
414,150.844324993003,-27.8923060270002,2016,6,4
415,146.744324993002,-27.8923060270002,2019,10,1
416,146.844324993002,-27.8923060270002,2018,11,4
417,146.294324993002,-27.8923060270002,2019,1,1
418,146.244324993002,-27.8923060270002,2016,5,1
419,148.494324993002,-27.8923060270002,2018,2,4
420,148.344324993002,-27.8923060270002,2016,4,2
421,148.094324993002,-27.8923060270002,2017,10,4
422,148.244324993002,-27.8923060270002,2017,12,3
423,144.144324993001,-27.8923060270002,2016,5,2
424,144.244324993001,-27.8923060270002,2019,12,1
425,143.944324993001,-27.8923060270002,2016,6,1
426,143.694324993001,-27.8923060270002,2017,3,1
427,143.544324993001,-27.8923060270002,2017,12,4
428,142.944324993001,-27.8923060270002,2019,2,3
429,142.794324993001,-27.8923060270002,2019,8,4
430,145.544324993002,-27.8923060270002,2019,7,2
431,145.594324993002,-27.8923060270002,2017,6,4
432,144.644324993002,-27.8923060270002,2017,1,4
433,145.094324993002,-27.9423060270002,2017,12,4
434,145.044324993002,-27.9423060270002,2019,10,2
435,144.594324993002,-27.9423060270002,2017,5,2
436,144.194324993001,-27.9423060270002,2017,5,2
437,146.344324993002,-27.9423060270002,2016,1,3
438,145.744324993002,-27.9423060270002,2019,2,2
439,141.744324993001,-27.9423060270002,2017,10,1
440,143.894324993001,-27.9423060270002,2018,10,1
441,141.894324993001,-12.442306027,2016,9,1
442,142.194324993001,-12.442306027,2018,9,3
443,151.844324993003,-27.9423060270002,2017,6,4
444,151.344324993003,-27.9423060270002,2019,3,1
445,150.794324993003,-27.9423060270002,2016,12,4
446,150.744324993003,-27.9423060270002,2017,11,1
447,151.994324993003,-27.9423060270002,2017,7,2
448,148.194324993002,-27.9423060270002,2018,11,2
449,147.594324993002,-27.9423060270002,2018,5,3
450,147.194324993002,-27.9423060270002,2018,3,1
451,149.394324993003,-27.9423060270002,2017,10,4
452,149.344324993003,-27.9423060270002,2019,12,4
453,149.294324993003,-27.9423060270002,2017,6,1
454,149.044324993003,-27.9423060270002,2018,1,1
455,149.894324993003,-27.9923060270002,2019,11,3
456,149.244324993003,-27.9923060270002,2017,12,2
457,148.744324993003,-27.9923060270002,2018,6,4
458,148.694324993003,-27.9923060270002,2018,3,1
459,148.444324993002,-27.9923060270002,2017,8,2
460,151.094324993003,-27.9923060270002,2019,1,1
461,146.044324993002,-27.9923060270002,2019,1,2
462,147.994324993002,-27.9923060270002,2018,6,3
463,147.794324993002,-27.9923060270002,2018,9,3
464,143.044324993001,-27.9923060270002,2019,7,3
465,142.644324993001,-27.9923060270002,2016,9,2
466,142.244324993001,-27.9923060270002,2019,11,3
467,144.644324993002,-27.9923060270002,2016,6,2
468,141.894324993001,-12.492306027,2017,2,3
469,141.744324993001,-12.492306027,2018,9,4
470,141.844324993001,-27.9923060270002,2017,11,4
471,141.444324993001,-27.9923060270002,2017,3,2
472,147.594324993002,-27.5423060270002,2017,8,4
473,149.694324993003,-27.5423060270002,2016,5,3
474,149.444324993003,-27.5423060270002,2018,2,4
475,148.994324993003,-27.5423060270002,2017,2,1
476,148.944324993003,-27.5423060270002,2016,4,4
477,148.844324993003,-27.5423060270002,2018,11,4
478,148.544324993002,-27.5423060270002,2016,12,2
479,148.344324993002,-27.5423060270002,2018,6,4
480,146.694324993002,-27.5423060270002,2017,8,1
481,146.644324993002,-27.5423060270002,2019,7,1
482,145.144324993002,-27.5423060270002,2017,5,2
483,141.444324993001,-27.5423060270002,2018,11,3
484,141.144324993001,-27.5423060270002,2018,3,3
485,143.394324993001,-27.5423060270002,2019,11,4
486,143.144324993001,-27.5423060270002,2019,7,4
487,142.994324993001,-27.5423060270002,2018,8,4
488,142.794324993001,-27.5423060270002,2019,12,2
489,142.894324993001,-12.042306027,2018,12,1
490,142.194324993001,-12.042306027,2016,5,1
491,142.494324993001,-12.092306027,2019,4,4
492,142.144324993001,-12.092306027,2017,1,3
493,142.244324993001,-12.092306027,2018,4,2
494,141.394324993001,-27.5923060270002,2018,9,1
495,151.394324993003,-27.5423060270002,2016,7,1
496,151.344324993003,-27.5423060270002,2017,1,3
497,150.944324993003,-27.5423060270002,2018,3,3
498,150.444324993003,-27.5423060270002,2017,11,4
499,152.794324993003,-27.5423060270002,2018,4,1
500,152.744324993003,-27.5923060270002,2018,10,1
501,152.544324993003,-27.5923060270002,2017,3,4
502,152.494324993003,-27.5923060270002,2016,11,2
503,151.944324993003,-27.5923060270002,2017,9,2
504,151.494324993003,-27.5923060270002,2016,4,1
505,151.344324993003,-27.5923060270002,2017,5,3
506,153.194324993004,-27.5923060270002,2016,5,1
507,153.294324993004,-27.5923060270002,2019,7,1
508,152.994324993003,-27.5923060270002,2017,4,4
509,149.444324993003,-27.5923060270002,2017,8,4
510,149.244324993003,-27.5923060270002,2017,7,3
511,148.444324993002,-27.5923060270002,2017,11,2
512,150.044324993003,-27.5923060270002,2019,2,3
513,146.094324993002,-27.5923060270002,2018,9,3
514,145.794324993002,-27.5923060270002,2017,9,2
515,145.894324993002,-27.5923060270002,2019,8,4
516,145.544324993002,-27.5923060270002,2018,7,1
517,145.294324993002,-27.5923060270002,2018,8,1
518,144.894324993002,-27.5923060270002,2016,8,4
519,147.894324993002,-27.5923060270002,2018,10,2
520,146.594324993002,-27.5923060270002,2017,1,2
521,142.344324993001,-27.5923060270002,2018,3,2
522,144.694324993002,-27.5923060270002,2016,7,2
523,144.444324993002,-27.5923060270002,2016,2,2
524,144.544324993002,-27.5923060270002,2018,11,4
525,144.294324993002,-27.5923060270002,2018,11,3
526,144.294324993002,-27.6423060270002,2018,7,3
527,144.094324993001,-27.6423060270002,2017,1,2
528,144.044324993001,-27.6423060270002,2019,11,1
529,143.644324993001,-27.6423060270002,2019,4,4
530,145.744324993002,-27.6423060270002,2018,11,4
531,144.944324993002,-27.6423060270002,2018,11,4
532,142.944324993001,-12.142306027,2016,12,4
533,142.744324993001,-27.6423060270002,2016,3,2
534,142.394324993001,-27.6423060270002,2019,12,3
535,141.944324993001,-27.6423060270002,2018,6,4
536,152.644324993003,-27.6423060270002,2016,3,1
537,150.744324993003,-27.6423060270002,2016,7,1
538,149.494324993003,-27.6423060270002,2019,3,1
539,149.294324993003,-27.6423060270002,2017,8,4
540,152.244324993003,-27.6423060270002,2018,3,4
541,151.294324993003,-27.6423060270002,2017,10,2
542,150.844324993003,-27.6423060270002,2018,8,1
543,149.194324993003,-27.6423060270002,2019,2,1
544,149.144324993003,-27.6423060270002,2018,2,2
545,148.794324993003,-27.6423060270002,2016,10,3
546,148.544324993002,-27.6423060270002,2019,1,3
547,148.294324993002,-27.6423060270002,2018,5,1
548,148.394324993002,-27.6423060270002,2018,8,2
549,147.944324993002,-27.6423060270002,2018,8,1
550,148.644324993002,-27.6923060270002,2018,2,2
551,148.394324993002,-27.6923060270002,2016,7,3
552,147.994324993002,-27.6923060270002,2018,5,1
553,150.294324993003,-27.6923060270002,2019,1,3
554,150.244324993003,-27.6923060270002,2017,9,2
555,149.594324993003,-27.6923060270002,2019,11,2
556,148.994324993003,-27.6923060270002,2017,11,4
557,145.044324993002,-27.6923060270002,2019,6,3
558,144.994324993002,-27.6923060270002,2016,12,3
559,144.694324993002,-27.6923060270002,2019,9,2
560,145.944324993002,-27.6923060270002,2019,11,1
561,145.694324993002,-27.6923060270002,2018,9,4
562,142.344324993001,-27.6923060270002,2018,9,2
563,142.294324993001,-27.6923060270002,2018,9,2
